,label,image_path
0,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/015043f2bd24f34a_0.JPG
1,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0191f819dd1197b9_1.JPG
2,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0262f9534e9b017d_2.JPG
3,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/02af99765823af26_3.JPG
4,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/02c04702bf03950d_4.JPG
5,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/02f615c4b4bf5fbe_5.JPG
6,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/04199b608762b151_6.JPG
7,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0684239a4f488334_7.JPG
8,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/06c77f1dbf4aaa97_8.JPG
9,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/071e4f4cbda313c3_9.JPG
10,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/075857f54e414571_10.JPG
11,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0815a2883b619c6f_11.JPG
12,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0885d35bbe3a4f00_12.JPG
13,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/08a75c7b45d7f440_13.JPG
14,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0922e4e6b6bbc48b_14.JPG
15,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0960799db83b2ab7_15.JPG
16,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/09b3f377bfc3c8f8_16.JPG
17,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/09d3846e8f041815_17.JPG
18,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0a12d441834923af_18.JPG
19,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0b2311a90d3ad73f_19.JPG
20,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0bfdaaf25dd451eb_20.JPG
21,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0c9affe164f3ef98_21.JPG
22,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0ca017c0eb815cab_22.JPG
23,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0d942316aeb78978_23.JPG
24,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0dbfc08c161d9148_24.JPG
25,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0df88be658f22e8c_25.JPG
26,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/0f55cce0ffdcdaa1_26.JPG
27,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/10cf632d998d9e7d_27.JPG
28,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/10d66a798240d2a2_28.JPG
29,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/10d9e35295be0246_29.JPG
30,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/119904188287e665_30.JPG
31,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/11dca7f5a79d65a3_31.JPG
32,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1245c39a5b948765_32.JPG
33,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1262828a6d3a0427_33.JPG
34,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1304cea54d463737_34.JPG
35,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/13169b0443e253f8_35.JPG
36,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/13632e0dcca3d0c2_36.JPG
37,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/136f13ae21830e1e_37.JPG
38,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/13ac6c867fce2ef8_38.JPG
39,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/13b27ac8d17dfb07_39.JPG
40,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/14558fcd828f3f87_40.JPG
41,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/147f1a145c896814_41.JPG
42,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/14a922381fc5f878_42.JPG
43,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/14fb90253421a61b_43.JPG
44,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/15149961ceae9fe1_44.JPG
45,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/155d01660b450a4f_45.JPG
46,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/171e3233fa357fa1_46.JPG
47,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/178aa9e873dc4a31_47.JPG
48,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1841ec11467b458b_48.JPG
49,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1936c449a2879f08_49.JPG
50,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1942445c4861906f_50.JPG
51,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1a426f58b795f560_51.JPG
52,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1a439dfccc25b7f5_52.JPG
53,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1ba247293b70047f_53.JPG
54,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1ba4e92ec3292416_54.JPG
55,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1bf2b8133d353604_55.JPG
56,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1c547d8eeab5d95d_56.JPG
57,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1cefa17ed4916a3d_57.JPG
58,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1cffe76d0acd8af5_58.JPG
59,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1d29eacd98927105_59.JPG
60,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1d576fa55966b174_60.JPG
61,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1dc0666484604e6f_61.JPG
62,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/1e602a15d264066c_62.JPG
63,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/2037c928b7e3c837_63.JPG
64,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/2052e95e823bbe2f_64.JPG
65,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/205431e02ef792dc_65.JPG
66,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/21e86cbbbb6caca6_66.JPG
67,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/22ecdc9a0b46f4a8_67.JPG
68,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/233f251fbb4fab15_68.JPG
69,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/235763ed09460395_69.JPG
70,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/235d9455ce7804d5_70.JPG
71,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/236cc42faa9c6c7a_71.JPG
72,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/24227ddd29a53b1a_72.JPG
73,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/246422dc9e86463f_73.JPG
74,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/24e98f4276b07501_74.JPG
75,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/2574156fc7f18b65_75.JPG
76,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/25bf5dcb70a09f86_76.JPG
77,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/26df017fd791b53f_77.JPG
78,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/26fd047b225baff5_78.JPG
79,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/272727a38b01e21b_79.JPG
80,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/282f9fd85d3a5428_80.JPG
81,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/297ecc9c160653f8_81.JPG
82,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/2a72039db9397d3f_82.JPG
83,sea_turtle,/workspace/COMP3608-Project/animal-clef-2025/images/SeaTurtleID2022/query/images/2b03d9b7dcca83d1_83.JPG
